zone_id,int,out,relative_error_percent
1,0,0.03448820799451804,100
2,0.031855359789039056,0.03903941400015754,10.133404519323312
3,0,0.01231239262021054,100
4,0,0.03625523961527944,100
5,0.03625523961527944,0.07625210914452474,35.55045067734731
6,0.07657597874894227,0.08408663475238998,4.674800091799468
7,0.016932707567525677,0.020765617062773543,10.167320518448841
8,0,0.015453909665377187,100
9,0.015453909665377187,0.047888843004749715,51.2054370423172
10,0.015493372135049702,0.047605329513175275,50.89162936687606
11,0.005686599323601254,0.011470210304285642,33.71029408220298
12,0.007553627084077856,0.0050571206820900876,19.79665637818389
13,0,0.022511092974875305,100
14,0.021407116496860026,0.02229599565046707,2.033903559569293
15,0,0.008719494685459885,100
16,0,0.02779686047600399,100
17,0.02779686047600399,0.06086799754310835,37.29903572391178
18,0.0603758983032676,0.07747295503174093,12.402755855301194
19,0.005381841310112772,0.02377115914391581,63.07864558504427
20,0,0.011287602879933295,100
21,0.011287602879933295,0.032259304289646774,48.15887688199216
22,0.009306940525256449,0.049003068454702696,68.07772563212879
23,0.000009867089081947442,0.0036129730620000577,99.45528432553115
24,0,0.004193236532493823,100
25,0.001108539991897105,0.021318621467617756,90.11430854592791
26,0.010127892533995856,0.020543528425193996,33.95876540919563
27,0.0000019786473130343645,0.012039173981784413,99.967135250686
28,0,0.03283219757548379,100
29,0.03283219757548379,0.07097788700994632,36.7456491214692
30,0.068588675150192,0.0850963757692851,10.741253310149382
31,0.014910247200517958,0.022065655422230344,19.351544422637673
32,0,0.013232780516460733,100
33,0.013232780516460733,0.041786916671237795,51.89802491526849
34,0.012313900871603202,0.0433845933007203,55.78372071063292
35,0,0.013844742605198952,100
36,0,0.017927393031875724,100
37,0.01124727387643092,0.04457941451524572,59.70646226578682
38,0.006261819155485431,0.030560674186687068,65.98916267131851
39,0.00009873231353153045,0.016685271998456815,98.82349513624696
40,0,0.02563743619507288,100
41,0.02563743619507288,0.05116502621402369,33.23798380704951
42,0.0507174291730713,0.0787705822979659,21.664672123850853
43,0.005965797828534338,0.018804646724937566,51.83132207695359
44,0,0.010808684098291981,100
45,0.010808684098291981,0.030746653664810903,47.9793226087598
46,0.01018320687391043,0.038823888205445606,58.44190781999625
47,0,0,0
48,0,0,0
49,0,0.13361672381847045,100
50,0.013710694243070936,0.0482355960874451,55.73360674249525
51,0.000010002011240824234,0.021093198929141074,99.90520858642175
52,0,0.02604092489247084,100
53,0.02604092489247084,0.05739328742104687,37.577345862347684
54,0.056781877143597254,0.07487742792245308,13.744224739586558
55,0.010447289905640844,0.01883098999922739,28.634537687415683
56,0,0.012505059812581414,100
57,0.012505059812581414,0.048870244848667185,59.250516533967065
58,0.016241928932297225,0.04011941180002893,42.36500153736892
59,0,0.006480869715414523,100
60,0,0.0035216077349790515,100
61,0,0.08711128040265945,100
62,0.022713631035008102,0.050793293876667006,38.200023841833996
63,0,0.019365579674031533,100
64,0,0.019877202667855094,100
65,0.019877202667855094,0.0400902534069699,33.706700370770726
66,0.040084606660508934,0.0677547878545525,25.6586948753491
67,0.0028075270431375428,0.021112682427688052,76.52589918527464
68,0,0.008829465339842725,100
69,0.008829465339842725,0.023416492704454513,45.23676221550977
70,0.007255164165619909,0.03174242507049299,62.791729910825275
71,0.006480869715414523,0.007823286757720909,9.384803954204312
72,0.0035216077349790515,0.011388530674652496,52.762239514769526
73,0.002633418937378215,0.2831301617363981,98.15692473395727
74,0.3209906031262777,0.4731373935681686,19.158975766526442
75,0.012576870851843301,0.0023133223589819184,68.92824255228433
76,0,0.07464447465663517,100
77,0.07573681934518106,0.22636020931173723,49.859275556667
78,0.2939795536152026,0.34503277944416977,7.989396008139901
79,0.21527271001746454,0.2675262846233549,10.823049589149349
80,0,0.073187565643771,100
81,0.10583688723624529,0.25740951683048746,41.7272209434994
82,0.30483786847115923,0.35618654756551243,7.768045755741726
83,0.07224582290219242,0.13260254373961022,29.46409670083307
84,0.0050571206820900876,0.000010991592970821542,99.56624508794295
85,0,0.24540841880251546,100
86,0.2676478695101735,0.4319159845243929,23.481504092420234
87,0.008959956025184323,0.0017985324486349344,66.56533205363083
88,0,0.07706305593563678,100
89,0.07759623487134976,0.18288200698534146,40.420179191748915
90,0.25489019692065407,0.3188593346885934,11.149314159528684
91,0.2608019934324428,0.2772394939014019,3.055061896883042
92,0,0.07674681859160784,100
93,0.09991196929157634,0.16636110924382,24.955260335644642
94,0.2153641776985227,0.2937039458535082,15.388857508572428
95,0.04888916025597804,0.12848198754947388,44.87360446062884
96,0.004193236532493823,0,100
97,0,0.22101669920062225,100
98,0.24055381574405413,0.39144178295166654,23.87484462217887
99,0.012317384913387476,0.0017075960036697876,75.64922171704349
100,0,0.08719690922852107,100
101,0.08966904487459097,0.22107804613951756,42.28808734333747
102,0.29139822478575483,0.3396291930627876,7.643244479213587
103,0.21631943628075917,0.26891771000699266,10.839704694628232
104,0,0.07433847780606899,100
105,0.10381149360570359,0.22935660701945912,37.68221302645132
106,0.27277688955788953,0.3565962414698839,13.317910755916193
107,0.04698520148878939,0.11165053995826944,40.76341048972289
108,0.017927393031875724,0.000032895598508809105,99.6336851908587
109,0.03932400724152241,0.19996291206134914,67.13233856987476
110,0.22662285622149694,0.3913783704649023,26.659415407116903
111,0.01708871584436583,0.0026439714525035127,73.20211471730983
112,0,0.07346894903980139,100
